time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	stairVoteScore	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
0.531	-0.095368	-0.425404	-1.22924	-0.646737	-0.364237	0.0639342	0	0	0	0	0	0	99	0	0	0.741999	1.10013	-0.358132	ground	0	ground	0	-1	0
0.55	-0.198728	-0.483577	-0.974072	-0.746346	-0.420298	0.317506	0	0	0	0	0	0	99	0	0	0.720774	1.08795	-0.367178	ground	0	ground	0	-1	0
0.571	-0.323231	-0.646769	-0.640742	-0.866495	-0.580573	0.647581	0	0	0	0	0	0	99	0	0	0.717114	1.0857	-0.36859	ground	0	ground	0	-1	0
0.591	-0.232777	-0.469667	-0.334987	-0.772161	-0.401454	0.94857	0	0	0	0	0	0	99	0	0	0.728687	1.07493	-0.346247	ground	0	ground	0	-1	0
0.611	0.027323	0.167499	-0.799415	-0.509501	0.234534	0.481721	0	0	0	0	0	0	99	0	0	0.716339	1.04923	-0.332893	ground	0	ground	0	-1	0
0.631	-0.150797	0.557964	-1.04825	-0.684183	0.621874	0.231726	0	0	0	0	0	0	99	0	0	0.692108	1.043	-0.35089	ground	0	ground	0	-1	0
0.652	-0.361953	0.918319	-0.357949	-0.890862	0.977318	0.917413	0	0	0	0	0	0	99	0	0	0.703373	1.05697	-0.353596	ground	0	ground	0	-1	0
0.672	-0.903093	0.723504	1.03551	-1.42484	0.77859	2.29932	0	0	0	0	0	0	99	0	0	0.783171	1.08531	-0.302135	ground	0	ground	0	-1	0
0.704	-1.30297	-0.052473	2.37625	-1.8156	0.00260019	3.62186	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	0.925105	1.12182	-0.196715	ground	0	ground	1	1	1
0.714	-1.29703	0.03786	2.50226	-1.80061	0.0924685	3.72913	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.06531	1.15588	-0.090572	ground	0	ground	0	-1	1
0.73	-1.02546	0.285674	1.34558	-1.52139	0.338581	2.55959	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.14002	1.17602	-0.0359948	ground	0	ground	0	-1	1
0.751	-1.20784	0.462915	0.539622	-1.69526	0.513243	1.74486	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.17026	1.20578	-0.0355144	ground	0	ground	0	-1	1
0.771	-2.20646	0.223224	2.0512	-2.6804	0.272184	3.24015	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.27376	1.2802	-0.00644026	ground	0	ground	0	-1	1
0.79	-4.16998	1.25068	3.21556	-4.6207	1.29314	4.38249	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.42919	1.4561	-0.0269058	ground	0	ground	0	-1	1
0.811	-3.81862	2.24338	1.68515	-4.248	2.27441	2.83783	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.49963	1.62422	-0.124597	ground	0	ground	0	-1	1
0.831	-2.24013	1.62692	-1.23267	-2.65616	1.64966	-0.079603	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.42862	1.69935	-0.270725	ground	0	ground	0	-1	1
0.852	0.08952	0.1901	-2.20477	-0.324877	0.211779	-1.04644	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.40951	1.63377	-0.224257	ground	0	ground	0	-1	1
0.87	-0.780287	-1.25656	-0.191803	-1.18871	-1.2287	0.961695	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.38712	1.63756	-0.250439	ground	0	ground	0	-1	1
0.891	-1.74717	-1.57237	2.31801	-2.14481	-1.53679	3.45415	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.49048	1.68761	-0.197137	ground	0	ground	0	-1	1
0.911	-1.86116	-1.33122	2.12434	-2.24751	-1.28917	3.24418	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.57816	1.73278	-0.154622	ground	0	ground	0	-1	1
0.931	-1.8692	-0.673354	0.429204	-2.24427	-0.628143	1.5413	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.57632	1.76267	-0.186352	ground	0	ground	0	-1	1
0.951	-1.41382	-0.328135	-1.09215	-1.77995	-0.28151	0.019842	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.49849	1.76464	-0.266146	ground	0	ground	0	-1	1
0.97	-0.638489	-0.415299	-1.91257	-0.999595	-0.36683	-0.796578	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.4634	1.72965	-0.266249	ground	0	ground	0	-1	1
0.993	0.10413	-0.68456	-2.27665	-0.255692	-0.632911	-1.15485	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.44797	1.67729	-0.229324	ground	0	ground	0	-1	1
1.011	0.378156	-0.893898	-2.30099	0.0182428	-0.838038	-1.1733	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.43424	1.63534	-0.201105	ground	0	ground	0	-1	1
1.03	0.554558	-1.1674	-2.20864	0.193672	-1.10598	-1.07554	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.4163	1.60972	-0.193413	ground	0	ground	0	-1	1
1.05	0.51896	-1.21131	-1.8315	0.157283	-1.14415	-0.694913	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.38023	1.58697	-0.206742	ground	0	ground	0	-1	1
1.071	0.524466	-1.10591	-1.46207	0.161975	-1.03355	-0.323853	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.32741	1.55993	-0.232521	ground	0	ground	0	-1	1
1.091	0.595109	-1.09675	-1.20508	0.231455	-1.01927	-0.0665274	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.26437	1.5342	-0.269829	ground	0	ground	0	-1	1
1.11	0.727212	-1.08143	-0.685059	0.36174	-0.998924	0.451227	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.22371	1.51061	-0.286897	ground	0	ground	0	-1	1
1.13	0.595813	-0.695944	-0.0088	0.22919	-0.610374	1.12185	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.21862	1.46768	-0.249059	ground	0	ground	0	-1	1
1.151	0.633571	-0.07328	0.761318	0.265613	0.0122286	1.88251	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.25181	1.40759	-0.155775	ground	0	ground	0	-1	1
1.171	0.501374	0.213693	1.09384	0.132749	0.297706	2.20396	0.2	0.357953	0.814388	4.56621	1.63449	0	99	0.63373	0.219673	1.29942	1.35351	-0.0540868	ground	0	ground	0	-1	1
1.206	0.726058	-0.123467	1.09347	0.355646	-0.0392571	2.19257	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.34408	1.30372	0.0403557	ground	0	ground	1	2	2
1.217	0.896998	0.246061	1.5241	0.523953	0.32862	2.61008	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.40738	1.26946	0.137918	ground	0	ground	0	-1	2
1.231	0.011539	0.769521	2.13208	-0.359699	0.847819	3.20197	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.49711	1.25204	0.245072	ground	0	ground	0	-1	2
1.252	-0.609557	0.760479	2.24136	-0.975891	0.834583	3.2947	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.58699	1.25364	0.333348	ground	0	ground	0	-1	2
1.27	-0.53284	1.30876	2.44946	-0.894678	1.37595	3.48528	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.6819	1.27302	0.408883	ground	0	ground	0	-1	2
1.291	-0.728096	1.5596	1.55348	-1.08448	1.61866	2.57635	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.72662	1.30679	0.419838	ground	0	ground	0	-1	2
1.311	-0.499985	0.433841	1.08788	-0.852091	0.490432	2.1002	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.7453	1.2906	0.454698	ground	0	ground	0	-1	2
1.331	-0.600622	0.174698	2.00354	-0.947965	0.230133	3.00078	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.80808	1.27485	0.533227	ground	0	ground	0	-1	2
1.35	-1.43672	0.967054	2.57582	-1.77514	1.01738	3.55519	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.89543	1.31341	0.582024	ground	0	ground	0	-1	2
1.371	-1.63862	1.31469	1.39223	-1.96716	1.35819	2.35975	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.91865	1.36726	0.551387	ground	0	ground	0	-1	2
1.392	-0.81435	1.41697	-0.443825	-1.13717	1.45317	0.521073	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.84877	1.39116	0.45761	ground	0	ground	0	-1	2
1.411	0.172412	1.22777	-1.69826	-0.149659	1.25765	-0.729693	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.79282	1.38493	0.407888	ground	0	ground	0	-1	2
1.43	0.394995	1.06604	-2.20244	0.0725597	1.09044	-1.2277	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.76456	1.37032	0.394236	ground	0	ground	0	-1	2
1.452	0.154249	0.930889	-2.13138	-0.167345	0.950508	-1.15086	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.73388	1.35006	0.383811	ground	0	ground	0	-1	2
1.471	-0.429061	1.03725	-1.44636	-0.746902	1.05159	-0.463513	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.67036	1.34705	0.323304	ground	0	ground	0	-1	2
1.491	-0.967791	1.14815	-1.20026	-1.2792	1.15667	-0.216331	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.59766	1.36593	0.231726	ground	0	ground	0	-1	2
1.51	-1.28832	1.06902	-1.32642	-1.59173	1.07215	-0.340776	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.53481	1.39359	0.141221	ground	0	ground	0	-1	2
1.531	-1.15838	0.672578	-1.4265	-1.45449	0.672334	-0.438654	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.48	1.40403	0.075974	ground	0	ground	0	-1	2
1.552	-0.865229	0.424629	-1.35654	-1.15553	0.422263	-0.366848	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.42435	1.39534	0.0290045	ground	0	ground	0	-1	2
1.571	-0.589971	0.436102	-1.37306	-0.875868	0.431568	-0.381446	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.3722	1.3744	-0.00219438	ground	0	ground	0	-1	2
1.59	-0.116057	0.467687	-1.83209	-0.399944	0.460837	-0.836274	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.3454	1.33618	0.00921976	ground	0	ground	0	-1	2
1.611	0.121023	0.49782	-2.24944	-0.16205	0.488515	-1.24736	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.3405	1.29511	0.0453923	ground	0	ground	0	-1	2
1.63	0.175002	0.217266	-2.04997	-0.107531	0.206921	-1.04265	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.32561	1.24201	0.0835955	ground	0	ground	0	-1	2
1.651	0.175437	-0.310761	-1.31402	-0.10656	-0.3195	-0.305163	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.27459	1.19675	0.0778337	ground	0	ground	0	-1	2
1.67	0.032975	-0.572607	-0.59878	-0.247777	-0.578439	0.408024	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.23126	1.16838	0.0628795	ground	0	ground	0	-1	2
1.691	-0.351865	-0.084276	-0.066794	-0.629454	-0.0896579	0.93531	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.21646	1.14175	0.0747107	ground	0	ground	0	-1	2
1.711	-0.894619	0.829234	0.106726	-1.16635	0.819733	1.10329	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.2108	1.15594	0.0548596	ground	0	ground	0	-1	2
1.731	-0.832375	0.867331	0.13216	-1.09858	0.853541	1.12308	0.2	1.20808	2.83019	1.78571	2.15729	1.4299	99	0.519882	0.298241	1.20642	1.16771	0.0387108	ground	0	ground	0	-1	2
1.767	-0.577919	0.351319	0.805756	-0.839906	0.335841	1.78769	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.23548	1.15455	0.0809316	ground	0	ground	1	3	3
1.771	-0.816691	0.614059	1.70663	-1.07328	0.595588	2.67512	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.30746	1.15819	0.149268	ground	0	ground	0	-1	3
1.791	-1.37752	1.02559	1.59948	-1.62594	1.00208	2.55513	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.36985	1.19578	0.174064	ground	0	ground	0	-1	3
1.811	-1.22988	0.691576	0.745814	-1.47091	0.664729	1.69296	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.386	1.2167	0.169302	ground	0	ground	0	-1	3
1.831	-0.607156	0.031212	0.131011	-0.843947	0.00434334	1.07276	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.37034	1.19806	0.172277	ground	0	ground	0	-1	3
1.85	-0.299099	-0.46308	1.92814	-0.53321	-0.487499	2.85554	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.4446	1.17428	0.270317	ground	0	ground	0	-1	3
1.87	-2.62851	-0.121359	4.26979	-2.84831	-0.145049	5.17121	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.63093	1.25817	0.372761	ground	0	ground	0	-1	3
1.891	-4.08546	1.12575	4.85509	-4.28373	1.09655	5.72772	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.83577	1.41635	0.419417	ground	0	ground	0	-1	3
1.91	-3.53353	1.62628	2.2835	-3.71314	1.58909	3.14035	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.901	1.54748	0.353519	ground	0	ground	0	-1	3
1.931	-1.51961	0.9737	-0.098394	-1.69073	0.931832	0.754667	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.84368	1.56663	0.277051	ground	0	ground	0	-1	3
1.952	-0.099635	0.218183	-0.48258	-0.269398	0.175433	0.368629	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.76993	1.50437	0.265556	ground	0	ground	0	-1	3
1.971	-0.160842	-0.520047	-0.042364	-0.328952	-0.559983	0.8048	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.72167	1.46163	0.260045	ground	0	ground	0	-1	3
1.991	-0.308499	-0.880745	0.005804	-0.474226	-0.916077	0.848703	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.67802	1.44012	0.237901	ground	0	ground	0	-1	3
2.011	-0.193628	-0.753327	-0.241158	-0.357558	-0.784716	0.598733	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.62406	1.41123	0.212826	ground	0	ground	0	-1	3
2.031	-0.338427	-0.446845	-0.65378	-0.499845	-0.475843	0.18518	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.55212	1.37518	0.176937	ground	0	ground	0	-1	3
2.051	-0.640141	0.001707	-1.20967	-0.797551	-0.0271546	-0.368853	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.49295	1.34632	0.146632	ground	0	ground	0	-1	3
2.07	-0.540439	0.657061	-1.98279	-0.69436	0.625058	-1.13627	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.47512	1.32572	0.149401	ground	0	ground	0	-1	3
2.091	-0.156251	0.995173	-2.71206	-0.308621	0.958355	-1.85621	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.49417	1.30977	0.1844	ground	0	ground	0	-1	3
2.111	0.475854	0.843521	-3.018	0.321866	0.802669	-2.15134	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.52703	1.28752	0.239507	ground	0	ground	0	-1	3
2.131	1.07455	0.354124	-2.93344	0.915955	0.311706	-2.05644	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.5535	1.27152	0.281977	ground	0	ground	0	-1	3
2.15	1.35421	0.167416	-2.43564	1.18965	0.124373	-1.55085	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.55337	1.26776	0.285614	ground	0	ground	0	-1	3
2.171	0.873259	0.060783	-1.37624	0.705147	0.017651	-0.488994	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.50015	1.23964	0.260515	ground	0	ground	0	-1	3
2.192	0.18808	0.242075	-0.45319	0.0198681	0.197948	0.431886	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.44674	1.1876	0.259136	ground	0	ground	0	-1	3
2.212	-0.108882	0.836136	0.301437	-0.275708	0.788049	1.18058	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.43343	1.16997	0.263464	ground	0	ground	0	-1	3
2.23	-0.526657	1.66336	0.809233	-0.690016	1.6072	1.67993	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.44575	1.19892	0.246835	ground	0	ground	0	-1	3
2.251	-0.763713	2.09574	1.06686	-0.922437	2.02938	1.92787	0.35	0.918078	0.660427	2	1.83616	0.551929	0.647165	0.797305	0.190832	1.46986	1.25043	0.219427	ground	0	ground	0	-1	3
2.288	-0.386346	0.856547	1.08841	-0.542344	0.786235	1.93968	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.49335	1.23567	0.257682	ground	0	ground	1	4	4
2.292	0.183538	0.110695	1.36974	0.027402	0.0401811	2.2099	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.52918	1.17632	0.352862	ground	0	ground	0	-1	4
2.31	-0.53119	0.441391	2.02086	-0.683889	0.369023	2.84672	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.59506	1.15636	0.4387	ground	0	ground	0	-1	4
2.331	-1.21725	-0.249701	1.45572	-1.3631	-0.320459	2.27016	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.62881	1.16855	0.46026	ground	0	ground	0	-1	4
2.351	-1.10901	-0.36143	1.24543	-1.24858	-0.430027	2.04958	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.64985	1.17615	0.473697	ground	0	ground	0	-1	4
2.371	-2.14405	0.274665	1.93705	-2.27221	0.205038	2.7275	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.70373	1.23142	0.472315	ground	0	ground	0	-1	4
2.39	-1.97268	0.134573	1.44863	-2.09033	0.064621	2.22788	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.72994	1.27441	0.455527	ground	0	ground	0	-1	4
2.41	0.300875	-1.50311	1.27612	0.182306	-1.5652	2.04509	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.7457	1.28948	0.456216	ground	0	ground	0	-1	4
2.431	-0.454805	-1.2562	0.506008	-0.570507	-1.31169	1.2686	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.72184	1.29653	0.425316	ground	0	ground	0	-1	4
2.451	-0.311057	-0.130445	2.7669	-0.424625	-0.185011	3.51185	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.81134	1.25486	0.556484	ground	0	ground	0	-1	4
2.47	-1.10694	-1.18127	1.46221	-1.21441	-1.22966	2.19612	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.83058	1.27853	0.552053	ground	0	ground	0	-1	4
2.491	-1.43788	-1.22057	0.767081	-1.53762	-1.26261	1.49349	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.81373	1.31408	0.499646	ground	0	ground	0	-1	4
2.511	-0.60646	-0.879582	-0.532	-0.702668	-0.917016	0.193436	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.73271	1.30614	0.426571	ground	0	ground	0	-1	4
2.531	-1.45035	0.32834	-1.12233	-1.53883	0.289452	-0.394913	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.66582	1.31912	0.346698	ground	0	ground	0	-1	4
2.55	-0.958411	2.21505	-3.69976	-1.04165	2.16528	-2.95747	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.73041	1.37331	0.357096	ground	0	ground	0	-1	4
2.571	-0.718651	2.34878	-6.63881	-0.797882	2.28752	-5.86705	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.93724	1.42578	0.51146	ground	0	ground	0	-1	4
2.59	-3.1762	1.78028	-4.32249	-3.23916	1.71042	-3.53297	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	2.01702	1.53764	0.479385	ground	0	ground	0	-1	4
2.61	-3.30868	1.14737	-1.38592	-3.35478	1.07212	-0.593422	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.94584	1.63685	0.30899	ground	0	ground	0	-1	4
2.63	-2.10215	0.832423	-0.097714	-2.13751	0.753391	0.691312	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.88312	1.66833	0.214787	ground	0	ground	0	-1	4
2.65	-4.20728	0.488146	1.31861	-4.22143	0.407068	2.0971	0.65	1.31023	1.98742	1.66945	2.18737	0.475349	0.639977	0.652099	0.0745743	1.89382	1.79696	0.0968522	ground	0	ground	0	-1	4
