time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	stairVoteScore	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
0.34	0.2903	0.3448	-1.7615	0.205263	0.256561	-1.88982	0	0	0	0	0	0	99	0	0	0.823357	0.221042	0.602315	ground	0	ground	0	-1	0
0.36	-0.0963	0.4679	-1.8721	-0.180431	0.377763	-1.99042	0	0	0	0	0	0	99	0	0	0.88171	0.230922	0.650788	ground	0	ground	0	-1	0
0.38	0.0016	-0.2319	-2.2956	-0.0821181	-0.320427	-2.40185	0	0	0	0	0	0	99	0	0	0.957717	0.235915	0.721802	ground	0	ground	0	-1	0
0.4	0.0586	0.4497	-2.4834	-0.0249925	0.359367	-2.5767	0	0	0	0	0	0	99	0	0	1.03867	0.242131	0.796535	ground	0	ground	0	-1	0
0.42	0.1085	-0.4397	-2.6004	0.024783	-0.527383	-2.68023	0	0	0	0	0	0	99	0	0	1.12074	0.256422	0.864321	ground	0	ground	0	-1	0
0.44	-0.407	0.2238	-2.2301	-0.488263	0.135437	-2.29838	0	0	0	0	0	0	99	0	0	1.17963	0.268936	0.910689	ground	0	ground	0	-1	0
0.46	-0.4627	-0.148	-2.2289	-0.541244	-0.235182	-2.2857	0	0	0	0	0	0	99	0	0	1.23493	0.284996	0.949933	ground	0	ground	0	-1	0
0.48	-0.2662	-0.2791	-1.9499	-0.34302	-0.36445	-1.99666	0	0	0	0	0	0	99	0	0	1.27302	0.295771	0.977245	ground	0	ground	0	-1	0
0.5	-0.2894	0.1843	-1.5223	-0.364389	0.0984551	-1.56122	0	0	0	0	0	0	99	0	0	1.28743	0.299855	0.987571	ground	0	ground	0	-1	0
0.52	-0.1931	0.2835	-0.8986	-0.266748	0.196667	-0.932829	0	0	0	0	0	0	99	0	0	1.2697	0.301433	0.968263	ground	0	ground	0	-1	0
0.54	0.1904	0.2746	-0.3827	0.116168	0.186828	-0.414844	0	0	0	0	0	0	99	0	0	1.22695	0.297361	0.929593	ground	0	ground	0	-1	0
0.56	-0.0507	0.0645	0.1875	-0.124307	-0.0231556	0.154579	0	0	0	0	0	0	99	0	0	1.17333	0.288815	0.88452	ground	0	ground	0	-1	0
0.58	0.0589	0.0396	0.747	-0.0146339	-0.0478154	0.710509	0	0	0	0	0	0	99	0	0	1.15019	0.276875	0.873319	ground	0	ground	0	-1	0
0.6	-0.3673	0.1581	1.5256	-0.43863	0.0703312	1.48166	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.16677	0.285243	0.881524	ground	0	ground	1	1	1
0.62	-0.1385	0.0911	1.6041	-0.208781	0.00331456	1.55236	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.18605	0.281421	0.904626	ground	0	ground	0	-1	1
0.64	0.1762	0.1624	1.964	0.10539	0.0742415	1.9027	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.22188	0.273795	0.948084	ground	0	ground	0	-1	1
0.66	0.1785	0.0612	2.1906	0.107151	-0.0268237	2.11865	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.26672	0.265629	1.00109	ground	0	ground	0	-1	1
0.68	-0.2174	0.2528	2.5591	-0.287305	0.163952	2.47472	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.32712	0.268887	1.05823	ground	0	ground	0	-1	1
0.7	0.0485	-0.4882	2.6644	-0.0212979	-0.574162	2.56712	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.38912	0.28417	1.10495	ground	0	ground	0	-1	1
0.72	0.6597	-0.0394	2.3792	0.586953	-0.124736	2.27051	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.43319	0.299965	1.13322	ground	0	ground	0	-1	1
0.74	-0.0053	-0.4152	2.0494	-0.0776571	-0.498033	1.93101	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.45808	0.310169	1.14791	ground	0	ground	0	-1	1
0.76	-0.208	0.083	1.7201	-0.278955	0.000166295	1.5937	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.46486	0.308608	1.15625	ground	0	ground	0	-1	1
0.78	-0.0521	0.4926	1.5158	-0.12244	0.407717	1.38245	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.46074	0.314463	1.14628	ground	0	ground	0	-1	1
0.8	0.0277	-0.1422	1.0318	-0.0424269	-0.225947	0.893958	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.4324	0.310235	1.12217	ground	0	ground	0	-1	1
0.82	-0.0454	0.0382	0.457	-0.114949	-0.0453194	0.317562	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.37666	0.300901	1.07576	ground	0	ground	0	-1	1
0.84	-0.0094	0.2269	-0.2881	-0.0785545	0.142664	-0.4254	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.3291	0.293999	1.0351	ground	0	ground	0	-1	1
0.86	-0.433	-0.6203	-0.7078	-0.499644	-0.701014	-0.840875	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.30468	0.322342	0.982342	ground	0	ground	0	-1	1
0.88	-0.2888	-0.1566	-1.2416	-0.353667	-0.236127	-1.3678	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.30784	0.327487	0.980353	ground	0	ground	0	-1	1
0.9	-0.0448	0.1094	-1.6786	-0.109118	0.0297236	-1.79578	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.33224	0.316767	1.01547	ground	0	ground	0	-1	1
0.92	-0.0496	-0.8691	-1.9458	-0.113349	-0.944033	-2.05266	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.36826	0.34847	1.01979	ground	0	ground	0	-1	1
0.94	-0.1699	-0.293	-2.3023	-0.23248	-0.366093	-2.39712	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.4197	0.35273	1.06697	ground	0	ground	0	-1	1
0.96	-0.0531	0.3303	-2.3743	-0.115102	0.255921	-2.45677	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.47155	0.349124	1.12243	ground	0	ground	0	-1	1
0.98	0.0183	0.3009	-2.4802	-0.0434834	0.225388	-2.54986	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.52547	0.343145	1.18232	ground	0	ground	0	-1	1
1	0.2668	0.1123	-2.3343	0.203991	0.0366046	-2.39194	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.56879	0.33635	1.23244	ground	0	ground	0	-1	1
1.02	-0.0298	0.2647	-2.0491	-0.0921455	0.18806	-2.0962	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.59516	0.330004	1.26516	ground	0	ground	0	-1	1
1.04	0.1197	0.0645	-2.0193	0.0570678	-0.0120798	-2.05607	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.61821	0.31642	1.30179	ground	0	ground	0	-1	1
1.06	-0.1625	0.1666	-1.4139	-0.224007	0.0895701	-1.44342	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.60947	0.312662	1.29681	ground	0	ground	0	-1	1
1.08	0.1716	-0.0947	-0.9322	0.109543	-0.170871	-0.95691	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.57684	0.307177	1.26966	ground	0	ground	0	-1	1
1.1	0.1127	0.0347	-0.4092	0.0503897	-0.0412639	-0.431741	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.51959	0.295075	1.22451	ground	0	ground	0	-1	1
1.12	0.2597	-0.1897	0.2096	0.196403	-0.264336	0.186124	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.45291	0.296787	1.15613	ground	0	ground	0	-1	1
1.14	0.214	0.379	1.0266	0.149949	0.302843	0.998108	0.2	0.472489	0.159568	3.57143	1.68746	0	99	0.946934	0.324725	1.43017	0.298844	1.13133	ground	0	ground	0	-1	1
1.16	0.1766	0.4565	1.1831	0.111987	0.378441	1.14884	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.41611	0.303635	1.11247	ground	0	ground	1	2	2
1.18	-0.0295	0.414	1.9019	-0.0936429	0.334261	1.8583	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.43822	0.30581	1.13241	ground	0	ground	0	-1	2
1.2	0.0735	-0.1224	1.8584	0.0093103	-0.201128	1.80572	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.45659	0.300586	1.156	ground	0	ground	0	-1	2
1.22	0.3191	-0.2861	2.3072	0.253636	-0.363004	2.24325	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.49592	0.307699	1.18823	ground	0	ground	0	-1	2
1.24	-0.1956	0.3831	2.5084	-0.259759	0.304665	2.43223	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.54274	0.312332	1.23041	ground	0	ground	0	-1	2
1.26	-0.1885	0.1632	2.572	-0.251396	0.0843412	2.48335	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.58977	0.309974	1.2798	ground	0	ground	0	-1	2
1.28	0.0544	0.0986	2.4642	-0.00845315	0.0196425	2.36367	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.62846	0.295545	1.33292	ground	0	ground	0	-1	2
1.3	0.1246	-0.1901	2.2298	0.0614381	-0.267712	2.11862	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.65297	0.294501	1.35847	ground	0	ground	0	-1	2
1.32	-0.2472	0.1277	1.7043	-0.30881	0.0498374	1.58516	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.64958	0.295416	1.35417	ground	0	ground	0	-1	2
1.34	-0.0224	-0.3256	1.2436	-0.08359	-0.401445	1.11884	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.62305	0.301148	1.3219	ground	0	ground	0	-1	2
1.36	-0.0282	0.1902	0.9311	-0.0889431	0.113783	0.802305	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.58201	0.293312	1.2887	ground	0	ground	0	-1	2
1.38	-0.6646	0.4137	0.2222	-0.721716	0.335597	0.0929383	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.50755	0.318443	1.18911	ground	0	ground	0	-1	2
1.4	-0.0659	0.4893	-0.5047	-0.122401	0.409141	-0.630792	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.46372	0.323873	1.13984	ground	0	ground	0	-1	2
1.42	-0.0472	0.2126	-1.0316	-0.103183	0.131778	-1.1519	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.44813	0.316048	1.13208	ground	0	ground	0	-1	2
1.44	-0.0481	-0.4146	-1.5039	-0.103562	-0.492945	-1.61608	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.45652	0.325431	1.13109	ground	0	ground	0	-1	2
1.46	0.4248	0.0592	-1.7262	0.367491	-0.0190488	-1.82919	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.47516	0.327559	1.1476	ground	0	ground	0	-1	2
1.48	-0.3647	0.6419	-2.1225	-0.419899	0.560833	-2.21436	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.51212	0.346211	1.16591	ground	0	ground	0	-1	2
1.5	-0.2474	-0.2606	-2.2741	-0.301086	-0.339959	-2.35413	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.55422	0.351606	1.20261	ground	0	ground	0	-1	2
1.52	-0.7837	-0.0178	-2.5544	-0.833199	-0.096673	-2.62126	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.60757	0.375965	1.2316	ground	0	ground	0	-1	2
1.54	-0.1443	0.4241	-2.4524	-0.19283	0.343501	-2.50666	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.65252	0.376863	1.27566	ground	0	ground	0	-1	2
1.56	-0.1187	0.1851	-2.242	-0.166394	0.103978	-2.28478	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.68414	0.367831	1.31631	ground	0	ground	0	-1	2
1.58	-0.153	0.744	-2.1229	-0.19969	0.659564	-2.15486	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.70767	0.383896	1.32378	ground	0	ground	0	-1	2
1.6	0.3323	-0.2199	-1.6429	0.284181	-0.302814	-1.66648	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.70561	0.385465	1.32015	ground	0	ground	0	-1	2
1.62	0.2582	-0.2969	-1.3583	0.209031	-0.377915	-1.37497	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.68908	0.387785	1.3013	ground	0	ground	0	-1	2
1.64	0.0234	0.3672	-0.7971	-0.0256401	0.284754	-0.809702	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.64511	0.382691	1.26242	ground	0	ground	0	-1	2
1.66	-0.1112	-0.3588	-0.2456	-0.159439	-0.43904	-0.256911	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.5757	0.386911	1.18879	ground	0	ground	0	-1	2
1.68	0.3079	-0.059	0.1962	0.258363	-0.138544	0.183964	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.50612	0.382224	1.12389	ground	0	ground	0	-1	2
1.7	-0.0059	-0.0197	0.9934	-0.05516	-0.0987475	0.976258	0.35	0.975637	0.144118	1.78571	1.74221	0.453548	99	0.954668	0.161436	1.47962	0.368768	1.11085	ground	0	ground	0	-1	2
1.72	-0.2455	0.3108	1.3478	-0.293286	0.230594	1.324	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.47184	0.368984	1.10286	ground	0	ground	1	3	3
1.74	-0.5149	0.1843	1.8457	-0.559873	0.103573	1.8128	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.48889	0.379003	1.10989	ground	0	ground	0	-1	3
1.76	-0.1324	0.1371	2.2476	-0.176486	0.0560914	2.20362	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.52463	0.369313	1.15531	ground	0	ground	0	-1	3
1.78	0.2264	-0.1207	2.4633	0.181403	-0.2007	2.40723	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.56876	0.364373	1.20438	ground	0	ground	0	-1	3
1.8	0.683	0.3645	2.5949	0.634813	0.283077	2.52613	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.61663	0.380908	1.23572	ground	0	ground	0	-1	3
1.82	0.0185	1.2077	2.4519	-0.029539	1.12065	2.37122	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.65435	0.417915	1.23644	ground	0	ground	0	-1	3
1.84	-0.2296	0.2074	2.2492	-0.276251	0.119744	2.15767	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.67952	0.412073	1.26745	ground	0	ground	0	-1	3
1.86	-0.3555	0.0299	2.0289	-0.40014	-0.0574669	1.92769	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.69193	0.411682	1.28025	ground	0	ground	0	-1	3
1.88	0.1656	-0.3894	1.4119	0.120355	-0.474383	1.30413	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.67254	0.415568	1.25697	ground	0	ground	0	-1	3
1.9	-0.5294	-0.1912	0.9873	-0.571772	-0.274802	0.875135	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.63267	0.426509	1.20616	ground	0	ground	0	-1	3
1.92	0.1651	-0.0641	0.484	0.122115	-0.146964	0.369976	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.56953	0.414737	1.1548	ground	0	ground	0	-1	3
1.94	0.2453	-0.1604	-0.024	0.201303	-0.242047	-0.137334	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.49792	0.409741	1.08818	ground	0	ground	0	-1	3
1.96	0.1309	-0.0048	-0.3776	0.0864686	-0.0860151	-0.488479	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.44745	0.395353	1.0521	ground	0	ground	0	-1	3
1.98	-0.0659	0.5334	-1.1143	-0.10978	0.449924	-1.21905	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.43603	0.398741	1.03729	ground	0	ground	0	-1	3
2	0.1695	0.3742	-1.5262	0.124992	0.28927	-1.6228	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.44537	0.39456	1.05081	ground	0	ground	0	-1	3
2.02	0.0513	-0.0476	-1.6907	0.0067582	-0.131867	-1.77836	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.46202	0.381434	1.08059	ground	0	ground	0	-1	3
2.04	-0.2334	-0.3625	-2.2592	-0.276552	-0.444533	-2.33513	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.50568	0.388539	1.11714	ground	0	ground	0	-1	3
2.06	0.5551	0.4012	-2.3028	0.509388	0.317571	-2.36683	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.54873	0.399126	1.14961	ground	0	ground	0	-1	3
2.08	-0.1055	-0.0147	-2.6383	-0.150456	-0.0978373	-2.68882	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.60574	0.388143	1.21759	ground	0	ground	0	-1	3
2.1	0.2327	-0.518	-2.4865	0.186806	-0.598132	-2.52434	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.65167	0.400067	1.2516	ground	0	ground	0	-1	3
2.12	-0.7256	0.2137	-2.4306	-0.767637	0.1329	-2.4561	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.69189	0.419017	1.27287	ground	0	ground	0	-1	3
2.14	0.3829	0.3077	-2.0548	0.339159	0.225766	-2.06989	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.71079	0.418437	1.29235	ground	0	ground	0	-1	3
2.16	0.4406	-0.7278	-1.4916	0.394874	-0.805685	-1.49916	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.70021	0.442378	1.25783	ground	0	ground	0	-1	3
2.18	0.009	-0.2474	-1.408	-0.036542	-0.323659	-1.40848	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.68562	0.436545	1.24908	ground	0	ground	0	-1	3
2.2	0.1676	-0.0331	-0.5566	0.121448	-0.108812	-0.554297	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.62906	0.422871	1.20618	ground	0	ground	0	-1	3
2.22	0.1676	0.2204	-0.0272	0.12084	0.143964	-0.0247726	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.54884	0.411125	1.13772	ground	0	ground	0	-1	3
2.24	-0.1928	-0.1547	0.4102	-0.238362	-0.22998	0.410564	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.49193	0.40713	1.0848	ground	0	ground	0	-1	3
2.26	0.1641	-0.2496	0.819	0.117946	-0.323255	0.815267	0.5	0.980571	0.169714	1.78571	1.75102	0.229223	0.0343099	0.947534	0.109532	1.45809	0.403978	1.05412	ground	0	ground	0	-1	3
2.28	-0.2426	0.2182	1.5306	-0.287311	0.143822	1.51923	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.46115	0.399844	1.06131	ground	0	ground	1	4	4
2.3	-0.1826	-0.1405	1.8469	-0.226174	-0.213804	1.82636	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.47941	0.395414	1.084	ground	0	ground	0	-1	4
2.32	0.3381	0.1626	2.2695	0.293053	0.0888497	2.23771	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.51733	0.390954	1.12637	ground	0	ground	0	-1	4
2.34	0.2924	-0.3335	2.4324	0.246117	-0.405214	2.38861	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.56089	0.395112	1.16578	ground	0	ground	0	-1	4
2.36	-0.2119	-0.4057	2.7401	-0.256893	-0.475027	2.68283	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.61699	0.402358	1.21463	ground	0	ground	0	-1	4
2.38	-0.2201	0.2266	2.4073	-0.263767	0.156487	2.33828	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.65305	0.397575	1.25548	ground	0	ground	0	-1	4
2.4	-0.1937	0.0758	2.1085	-0.23618	0.00565823	2.02928	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.67186	0.389509	1.28235	ground	0	ground	0	-1	4
2.42	0.2198	0.2767	1.9926	0.176433	0.205525	1.90381	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.68346	0.383577	1.29988	ground	0	ground	0	-1	4
2.44	-0.3	-0.1598	1.6022	-0.34165	-0.22982	1.50584	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.67458	0.384985	1.28959	ground	0	ground	0	-1	4
2.46	0.107	-0.2385	1.2967	0.0650232	-0.306977	1.19434	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.65057	0.381426	1.26914	ground	0	ground	0	-1	4
2.48	0.2241	0.4082	0.6859	0.181213	0.338024	0.580625	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.59707	0.381531	1.21554	ground	0	ground	0	-1	4
2.5	-0.0265	-0.4569	0.0535	-0.0690405	-0.52444	-0.051516	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.51979	0.388903	1.13089	ground	0	ground	0	-1	4
2.52	0.303	0.3754	-0.3412	0.259157	0.30632	-0.443985	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.466	0.38952	1.07648	ground	0	ground	0	-1	4
2.54	-0.0913	0.3962	-1.2711	-0.134467	0.325485	-1.36702	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.46105	0.387652	1.0734	ground	0	ground	0	-1	4
2.56	-0.0642	0.258	-1.6652	-0.10683	0.186348	-1.75231	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.47562	0.379009	1.09661	ground	0	ground	0	-1	4
2.58	-0.2932	-0.2063	-2.1047	-0.334151	-0.276562	-2.18085	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.51088	0.381747	1.12913	ground	0	ground	0	-1	4
2.6	0.3052	-0.245	-2.3205	0.262928	-0.313686	-2.38467	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.55457	0.383124	1.17144	ground	0	ground	0	-1	4
2.62	-0.23	-0.063	-2.6497	-0.270911	-0.131027	-2.7003	0.5	0.945267	0.233346	1.85185	1.75049	0.213643	0.0345929	0.929203	0.138635	1.61185	0.379015	1.23284	ground	0	ground	0	-1	4
