time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	stairVoteScore	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
1.205	-0.690588	-0.988248	1.80935	-1.22983	-1.07929	0.411971	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.42809	1.7606	-0.332511	ground	0	ground	0	-1	2
1.226	-0.387523	-1.83058	1.53537	-0.922132	-1.91202	0.137301	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.36355	1.77871	-0.415159	ground	0	ground	0	-1	2
1.246	0.512517	-1.76257	2.56886	-0.0219813	-1.83479	1.16494	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.35362	1.78152	-0.4279	ground	0	ground	0	-1	2
1.266	0.363759	-1.56794	1.75675	-0.169886	-1.63196	0.351067	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.30349	1.77448	-0.470991	ground	0	ground	0	-1	2
1.286	0.529855	-0.312786	-0.431785	-0.00377061	-0.374918	-1.82828	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.32973	1.7045	-0.374774	ground	0	ground	0	-1	2
1.307	0.781208	1.54124	-1.52066	0.246344	1.47171	-2.90258	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.40837	1.69389	-0.285515	ground	0	ground	0	-1	2
1.326	0.824086	1.89101	-0.389257	0.287776	1.81238	-1.76231	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.42607	1.70095	-0.274878	ground	0	ground	0	-1	2
1.346	0.298856	0.860683	0.687263	-0.236266	0.778138	-0.682366	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.38888	1.65656	-0.267677	ground	0	ground	0	-1	2
1.367	-0.475983	0.081647	0.903009	-1.00605	-0.000893491	-0.464287	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.34265	1.62403	-0.281381	ground	0	ground	0	-1	2
1.386	-0.597035	-0.148213	1.30337	-1.12147	-0.2296	-0.0636091	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.2787	1.60007	-0.321368	ground	0	ground	0	-1	2
1.406	-0.456957	0.089724	1.61206	-0.976481	0.00829559	0.24386	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.22696	1.56889	-0.341932	ground	0	ground	0	-1	2
1.429	-0.709598	0.156372	1.00907	-1.22298	0.0745689	-0.357334	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.18348	1.55171	-0.368231	ground	0	ground	0	-1	2
1.446	-0.93865	0.190906	0.254961	-1.44477	0.108557	-1.10589	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.1796	1.54657	-0.366968	ground	0	ground	0	-1	2
1.467	-0.966008	0.014493	0.030288	-1.46477	-0.0675164	-1.32391	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.18681	1.54255	-0.35574	ground	0	ground	0	-1	2
1.486	-0.936432	-0.096092	0.262985	-1.42801	-0.177211	-1.08575	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.18176	1.53737	-0.355613	ground	0	ground	0	-1	2
1.506	-0.667825	0.266496	0.105451	-1.15361	0.18445	-1.23707	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.18453	1.51892	-0.334392	ground	0	ground	0	-1	2
1.527	-0.876397	0.559503	-0.801005	-1.35537	0.47507	-2.13281	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.23194	1.51478	-0.282843	ground	0	ground	0	-1	2
1.547	-1.18648	0.563278	-1.17596	-1.65713	0.476451	-2.49523	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.29511	1.52526	-0.230152	ground	0	ground	0	-1	2
1.567	-1.38644	0.129358	-1.13372	-1.8478	0.0423181	-2.44072	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.35239	1.54141	-0.189023	ground	0	ground	0	-1	2
1.586	-1.58456	-0.326312	-0.874271	-2.03569	-0.411285	-2.17037	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.39328	1.56818	-0.174895	ground	0	ground	0	-1	2
1.608	-1.45904	-0.281451	-0.777779	-1.90062	-0.364592	-2.06351	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.4268	1.58653	-0.159738	ground	0	ground	0	-1	2
1.627	-1.32925	-0.179601	-0.75753	-1.76198	-0.261428	-2.03304	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.45711	1.59627	-0.139163	ground	0	ground	0	-1	2
1.646	-1.26851	-0.14767	-0.877358	-1.69273	-0.22835	-2.1421	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.49136	1.60186	-0.110503	ground	0	ground	0	-1	2
1.667	-1.24979	-0.295819	-0.663227	-1.66564	-0.374616	-1.91833	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.51271	1.60713	-0.0944233	ground	0	ground	0	-1	2
1.686	-1.2497	-0.432767	-0.509982	-1.65722	-0.509007	-1.75626	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.52488	1.61345	-0.0885705	ground	0	ground	0	-1	2
1.707	-1.09401	-0.481903	-0.3019	-1.49402	-0.555352	-1.54044	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.52566	1.61248	-0.0868151	ground	0	ground	0	-1	2
1.726	-1.11336	-0.393818	-0.498355	-1.50581	-0.46493	-1.72821	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.53579	1.61065	-0.0748612	ground	0	ground	0	-1	2
1.747	-1.15752	-0.172931	-0.813727	-1.54222	-0.242823	-2.03336	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.56067	1.60818	-0.0475107	ground	0	ground	0	-1	2
1.766	-0.979397	-0.037463	-0.692976	-1.35727	-0.106818	-1.90305	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.57779	1.59584	-0.0180562	ground	0	ground	0	-1	2
1.787	-0.806836	-0.133864	-0.47291	-1.17879	-0.202203	-1.67457	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.58263	1.57585	0.00677468	ground	0	ground	0	-1	2
1.806	-0.750993	-0.123788	-0.436385	-1.11733	-0.191167	-1.62985	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.58499	1.55374	0.0312502	ground	0	ground	0	-1	2
1.827	-0.638364	-0.004033	-0.465915	-0.99968	-0.0710547	-1.65109	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.58829	1.52616	0.0621319	ground	0	ground	0	-1	2
1.846	-0.501723	-0.013324	-0.640398	-0.858724	-0.079944	-1.81644	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.5997	1.49297	0.106726	ground	0	ground	0	-1	2
1.868	-0.274398	-0.038731	-0.573478	-0.628242	-0.104824	-1.74077	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.60675	1.45017	0.156582	ground	0	ground	0	-1	2
1.886	-0.033796	-0.098485	-0.172534	-0.385702	-0.163755	-1.33313	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.59307	1.39861	0.194458	ground	0	ground	0	-1	2
1.907	0.483795	-0.332817	0.358567	0.13123	-0.396097	-0.79802	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.55332	1.34955	0.203773	ground	0	ground	0	-1	2
1.927	0.37263	-0.224207	0.323429	0.0199645	-0.286049	-0.828992	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.5171	1.29641	0.220696	ground	0	ground	0	-1	2
1.947	0.147851	0.307545	-0.150993	-0.20379	0.244474	-1.2969	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.50609	1.2475	0.258593	ground	0	ground	0	-1	2
1.967	-0.136583	0.74291	-0.465382	-0.485783	0.67644	-1.60323	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.51095	1.22677	0.284184	ground	0	ground	0	-1	2
1.986	-0.392559	0.617794	-0.58849	-0.738051	0.548567	-1.71771	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.52129	1.21141	0.309881	ground	0	ground	0	-1	2
2.007	-0.771593	0.537766	-0.850294	-1.1115	0.466197	-1.96961	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.5437	1.2111	0.332602	ground	0	ground	0	-1	2
2.027	-1.20039	0.636235	-1.17611	-1.53259	0.561842	-2.28395	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.58072	1.23216	0.348553	ground	0	ground	0	-1	2
2.047	-1.46134	0.580672	-1.18726	-1.78457	0.503748	-2.28362	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.61586	1.26327	0.352591	ground	0	ground	0	-1	2
2.067	-1.43659	0.841887	-0.763514	-1.75103	0.761138	-1.85058	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.6276	1.29557	0.332026	ground	0	ground	0	-1	2
2.086	-1.4047	0.936261	-0.418495	-1.71055	0.851234	-1.49803	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.62112	1.32633	0.294794	ground	0	ground	0	-1	2
2.107	-1.20237	0.77282	0.182687	-1.50067	0.684354	-0.892368	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.58468	1.34248	0.242205	ground	0	ground	0	-1	2
2.126	-1.37442	0.386338	0.063596	-1.66436	0.296383	-1.0064	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.55577	1.35988	0.195888	ground	0	ground	0	-1	2
2.147	-1.38768	0.281322	-0.135118	-1.66923	0.19041	-1.19909	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.53793	1.37589	0.162045	ground	0	ground	0	-1	2
2.167	-1.15347	0.368107	0.188808	-1.42784	0.275809	-0.870788	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.50458	1.37981	0.12477	ground	0	ground	0	-1	2
2.203	-0.752641	0.291952	0.368401	-1.02188	0.198656	-0.687739	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.46373	1.36287	0.100868	ground	0	ground	0	-1	2
2.207	-0.537432	0.476251	0.597712	-0.802638	0.38104	-0.456136	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.41336	1.33915	0.0742071	ground	0	ground	0	-1	2
2.227	-0.109746	0.290782	0.604652	-0.373077	0.194593	-0.44695	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.36503	1.29323	0.0718054	ground	0	ground	0	-1	2
2.247	-0.048033	-0.054355	0.365385	-0.309807	-0.149791	-0.682786	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.33092	1.24577	0.0851485	ground	0	ground	0	-1	2
2.267	0.125708	-0.281134	-0.052023	-0.135386	-0.374687	-1.09469	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.31911	1.2034	0.115706	ground	0	ground	0	-1	2
2.29	0.115117	0.286768	0.603816	-0.145247	0.192249	-0.436659	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.27499	1.15528	0.119706	ground	0	ground	0	-1	2
2.307	0.594048	0.265654	0.811458	0.332016	0.170279	-0.227872	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.22263	1.11617	0.106458	ground	0	ground	0	-1	2
2.327	0.719807	0.580189	0.753868	0.455486	0.48239	-0.284035	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.1757	1.09354	0.082164	ground	0	ground	0	-1	2
2.348	0.950965	1.14129	0.459873	0.68321	1.03828	-0.57514	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.14567	1.10101	0.0446679	ground	0	ground	0	-1	2
2.366	1.38018	1.25198	0.401494	1.10687	1.14321	-0.630351	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.11991	1.12552	-0.00561067	ground	0	ground	0	-1	2
2.387	1.94318	0.787565	0.834797	1.66151	0.67541	-0.196063	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.07372	1.15892	-0.0852043	ground	0	ground	0	-1	2
2.407	2.04111	0.181675	1.01134	1.75065	0.0691723	-0.0194184	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.021	1.18858	-0.167574	ground	0	ground	0	-1	2
2.427	2.18158	-0.228264	1.20294	1.88166	-0.339063	0.171319	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	0.978517	1.22474	-0.246227	ground	0	ground	0	-1	2
2.447	1.83415	-0.254296	0.600538	1.52656	-0.363269	-0.42893	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	0.951038	1.24197	-0.290929	ground	0	ground	0	-1	2
2.468	1.21661	0.293836	-0.565339	0.904471	0.183938	-1.58683	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	0.982827	1.22602	-0.24319	ground	0	ground	0	-1	2
2.487	0.775923	0.814205	-1.58621	0.461469	0.700786	-2.59466	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.06342	1.20667	-0.143252	ground	0	ground	0	-1	2
2.507	0.917909	0.891239	-1.20247	0.600438	0.773931	-2.19987	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.12024	1.19531	-0.0750724	ground	0	ground	0	-1	2
2.526	1.3521	0.633804	0.302855	1.02945	0.513913	-0.691073	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.09878	1.19308	-0.094295	ground	0	ground	0	-1	2
2.548	1.50764	-0.064447	0.941229	1.17908	-0.183416	-0.0524355	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.04647	1.19309	-0.146621	ground	0	ground	0	-1	2
2.567	0.94667	-0.259119	0.414026	0.61501	-0.376198	-0.57674	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.02298	1.16948	-0.146501	ground	0	ground	0	-1	2
2.587	0.347331	-0.047725	-0.103173	0.0155927	-0.16398	-1.08847	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.02625	1.11924	-0.092988	ground	0	ground	0	-1	2
2.607	-0.11543	0.023535	-0.267535	-0.444932	-0.0922561	-1.24657	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.03727	1.086	-0.04873	ground	0	ground	0	-1	2
2.628	-0.452097	0.34325	-0.521847	-0.777691	0.226322	-1.49338	0.3	1.11865	2.89657	1.61031	1.80138	3.96346	99	0.338019	0.192977	1.06007	1.0722	-0.0121225	ground	0	ground	0	-1	2
